inventory_snapshot_id,snapshot_date,product_id,channel_id,on_hand_qty,on_order_qty,units_sold_in_week,reorder_point,is_stockout
INV-0007314,2024-09-23,ACC-0020,CH-ON-01,49,0,4,23,False
INV-0007315,2024-09-23,ACC-0020,CH-WS-01,35,0,4,23,False
INV-0007316,2024-09-23,ACC-0022,CH-NE-01,50,0,7,24,False
INV-0007317,2024-09-23,ACC-0022,CH-MW-01,60,0,15,24,False
INV-0007318,2024-09-23,ACC-0022,CH-WE-01,126,0,19,24,False
INV-0007319,2024-09-23,ACC-0022,CH-ON-01,101,0,19,24,False
INV-0007320,2024-09-23,ACC-0022,CH-WS-01,125,0,0,24,False
INV-0007321,2024-09-23,ACC-0023,CH-NE-01,56,0,4,37,False
INV-0007322,2024-09-23,ACC-0023,CH-MW-01,88,0,8,37,False
INV-0007323,2024-09-23,ACC-0023,CH-WE-01,80,0,10,37,False
INV-0007324,2024-09-23,ACC-0023,CH-ON-01,76,0,8,37,False
INV-0007325,2024-09-23,ACC-0023,CH-WS-01,45,0,3,37,False
INV-0007326,2024-09-23,ACC-0024,CH-NE-01,86,0,11,16,False
INV-0007327,2024-09-23,ACC-0024,CH-MW-01,90,0,6,16,False
INV-0007328,2024-09-23,ACC-0024,CH-WE-01,54,0,9,16,False
INV-0007329,2024-09-23,ACC-0024,CH-ON-01,70,0,21,16,False
INV-0007330,2024-09-23,ACC-0024,CH-WS-01,125,0,2,16,False
INV-0007331,2024-09-23,HOM-0025,CH-NE-01,62,0,13,40,False
INV-0007332,2024-09-23,HOM-0025,CH-MW-01,105,0,4,40,False
INV-0007333,2024-09-23,HOM-0025,CH-WE-01,43,0,24,40,False
INV-0007334,2024-09-23,HOM-0025,CH-ON-01,109,0,6,40,False
INV-0007335,2024-09-23,HOM-0025,CH-WS-01,82,0,6,40,False
INV-0007336,2024-09-23,HOM-0026,CH-NE-01,53,0,5,26,False
INV-0007337,2024-09-23,HOM-0026,CH-MW-01,36,0,3,26,False
INV-0007338,2024-09-23,HOM-0026,CH-WE-01,43,0,18,26,False
INV-0007339,2024-09-23,HOM-0026,CH-ON-01,65,0,15,26,False
INV-0007340,2024-09-23,HOM-0026,CH-WS-01,45,0,0,26,False
INV-0007341,2024-09-23,HOM-0027,CH-NE-01,55,0,14,43,False
INV-0007342,2024-09-23,HOM-0027,CH-MW-01,48,0,4,43,False
INV-0007343,2024-09-23,HOM-0027,CH-WE-01,59,0,9,43,False
INV-0007344,2024-09-23,HOM-0027,CH-ON-01,79,0,15,43,False
INV-0007345,2024-09-23,HOM-0027,CH-WS-01,63,0,13,43,False
INV-0007346,2024-09-23,HOM-0028,CH-NE-01,31,0,8,24,False
INV-0007347,2024-09-23,HOM-0028,CH-MW-01,56,0,5,24,False
INV-0007348,2024-09-23,HOM-0028,CH-WE-01,30,0,10,24,False
INV-0007349,2024-09-23,HOM-0028,CH-ON-01,36,0,9,24,False
INV-0007350,2024-09-23,HOM-0028,CH-WS-01,33,0,0,24,False
INV-0007351,2024-09-23,HOM-0029,CH-NE-01,39,127,3,39,False
INV-0007352,2024-09-23,HOM-0029,CH-MW-01,90,0,4,39,False
INV-0007353,2024-09-23,HOM-0029,CH-WE-01,71,0,5,39,False
INV-0007354,2024-09-23,HOM-0029,CH-ON-01,103,0,14,39,False
INV-0007355,2024-09-23,HOM-0029,CH-WS-01,53,0,1,39,False
INV-0007356,2024-09-23,HOM-0031,CH-NE-01,67,0,7,25,False
INV-0007357,2024-09-23,HOM-0031,CH-MW-01,53,0,10,25,False
INV-0007358,2024-09-23,HOM-0031,CH-WE-01,53,0,16,25,False
INV-0007359,2024-09-23,HOM-0031,CH-ON-01,32,0,21,25,False
INV-0007360,2024-09-23,HOM-0031,CH-WS-01,43,0,0,25,False
INV-0007361,2024-09-23,HOM-0032,CH-NE-01,30,0,11,28,False
INV-0007362,2024-09-23,HOM-0032,CH-MW-01,50,0,7,28,False
INV-0007363,2024-09-23,HOM-0032,CH-WE-01,32,0,9,28,False
INV-0007364,2024-09-23,HOM-0032,CH-ON-01,43,0,25,28,False
INV-0007365,2024-09-23,HOM-0032,CH-WS-01,89,0,2,28,False
INV-0007366,2024-09-30,APP-0001,CH-NE-01,88,0,11,33,False
INV-0007367,2024-09-30,APP-0001,CH-MW-01,111,0,7,33,False
INV-0007368,2024-09-30,APP-0001,CH-WE-01,105,0,9,33,False
INV-0007369,2024-09-30,APP-0001,CH-ON-01,34,0,20,33,False
INV-0007370,2024-09-30,APP-0001,CH-WS-01,109,0,4,33,False
INV-0007371,2024-09-30,APP-0002,CH-NE-01,59,0,7,23,False
INV-0007372,2024-09-30,APP-0002,CH-MW-01,117,0,6,23,False
INV-0007373,2024-09-30,APP-0002,CH-WE-01,106,0,9,23,False
INV-0007374,2024-09-30,APP-0002,CH-ON-01,32,0,14,23,False
INV-0007375,2024-09-30,APP-0002,CH-WS-01,136,0,4,23,False
INV-0007376,2024-09-30,APP-0003,CH-NE-01,51,0,10,15,False
INV-0007377,2024-09-30,APP-0003,CH-MW-01,30,0,9,15,False
INV-0007378,2024-09-30,APP-0003,CH-WE-01,21,0,8,15,False
INV-0007379,2024-09-30,APP-0003,CH-ON-01,20,0,23,15,False
INV-0007380,2024-09-30,APP-0003,CH-WS-01,67,0,0,15,False
INV-0007381,2024-09-30,APP-0004,CH-NE-01,47,0,5,39,False
INV-0007382,2024-09-30,APP-0004,CH-MW-01,54,0,8,39,False
INV-0007383,2024-09-30,APP-0004,CH-WE-01,25,89,19,39,False
INV-0007384,2024-09-30,APP-0004,CH-ON-01,56,0,11,39,False
INV-0007385,2024-09-30,APP-0004,CH-WS-01,44,0,2,39,False
INV-0007386,2024-09-30,APP-0005,CH-NE-01,81,0,6,36,False
INV-0007387,2024-09-30,APP-0005,CH-MW-01,78,0,4,36,False
INV-0007388,2024-09-30,APP-0005,CH-WE-01,111,0,17,36,False
INV-0007389,2024-09-30,APP-0005,CH-ON-01,33,107,10,36,False
INV-0007390,2024-09-30,APP-0005,CH-WS-01,43,0,0,36,False
INV-0007391,2024-09-30,APP-0006,CH-NE-01,75,0,3,38,False
INV-0007392,2024-09-30,APP-0006,CH-MW-01,37,67,8,38,False
INV-0007393,2024-09-30,APP-0006,CH-WE-01,61,0,16,38,False
INV-0007394,2024-09-30,APP-0006,CH-ON-01,76,0,8,38,False
INV-0007395,2024-09-30,APP-0006,CH-WS-01,66,0,2,38,False
INV-0007396,2024-09-30,APP-0007,CH-NE-01,63,0,5,28,False
INV-0007397,2024-09-30,APP-0007,CH-MW-01,79,0,5,28,False
INV-0007398,2024-09-30,APP-0007,CH-WE-01,40,0,4,28,False
INV-0007399,2024-09-30,APP-0007,CH-ON-01,75,0,11,28,False
INV-0007400,2024-09-30,APP-0007,CH-WS-01,44,0,1,28,False
INV-0007401,2024-09-30,APP-0008,CH-NE-01,104,0,7,17,False
INV-0007402,2024-09-30,APP-0008,CH-MW-01,17,78,11,17,False
INV-0007403,2024-09-30,APP-0008,CH-WE-01,43,0,4,17,False
INV-0007404,2024-09-30,APP-0008,CH-ON-01,18,0,21,17,False
INV-0007405,2024-09-30,APP-0008,CH-WS-01,12,127,7,17,False
INV-0007406,2024-09-30,APP-0009,CH-NE-01,35,0,16,21,False
INV-0007407,2024-09-30,APP-0009,CH-MW-01,45,0,5,21,False
INV-0007408,2024-09-30,APP-0009,CH-WE-01,45,0,5,21,False
INV-0007409,2024-09-30,APP-0009,CH-ON-01,29,0,13,21,False
INV-0007410,2024-09-30,APP-0009,CH-WS-01,43,0,0,21,False
INV-0007411,2024-09-30,APP-0010,CH-NE-01,60,0,11,34,False
INV-0007412,2024-09-30,APP-0010,CH-MW-01,45,0,7,34,False
INV-0007413,2024-09-30,APP-0010,CH-WE-01,87,0,3,34,False
INV-0007414,2024-09-30,APP-0010,CH-ON-01,20,88,15,34,False
INV-0007415,2024-09-30,APP-0010,CH-WS-01,74,0,4,34,False
INV-0007416,2024-09-30,APP-0011,CH-NE-01,73,0,11,44,False
INV-0007417,2024-09-30,APP-0011,CH-MW-01,127,0,5,44,False
INV-0007418,2024-09-30,APP-0011,CH-WE-01,81,0,13,44,False
INV-0007419,2024-09-30,APP-0011,CH-ON-01,60,0,15,44,False
INV-0007420,2024-09-30,APP-0011,CH-WS-01,74,0,3,44,False
INV-0007421,2024-09-30,FTW-0012,CH-NE-01,63,0,2,42,False
INV-0007422,2024-09-30,FTW-0012,CH-MW-01,88,0,5,42,False
INV-0007423,2024-09-30,FTW-0012,CH-WE-01,58,0,7,42,False
INV-0007424,2024-09-30,FTW-0012,CH-ON-01,53,0,3,42,False
INV-0007425,2024-09-30,FTW-0012,CH-WS-01,45,0,0,42,False
INV-0007426,2024-09-30,FTW-0013,CH-NE-01,39,0,0,29,False
INV-0007427,2024-09-30,FTW-0013,CH-MW-01,71,0,3,29,False
INV-0007428,2024-09-30,FTW-0013,CH-WE-01,63,0,0,29,False
INV-0007429,2024-09-30,FTW-0013,CH-ON-01,32,0,18,29,False
INV-0007430,2024-09-30,FTW-0013,CH-WS-01,73,0,0,29,False
INV-0007431,2024-09-30,FTW-0014,CH-NE-01,61,0,7,27,False
INV-0007432,2024-09-30,FTW-0014,CH-MW-01,24,108,12,27,False
INV-0007433,2024-09-30,FTW-0014,CH-WE-01,110,0,19,27,False
INV-0007434,2024-09-30,FTW-0014,CH-ON-01,13,125,17,27,False
INV-0007435,2024-09-30,FTW-0014,CH-WS-01,47,0,2,27,False
INV-0007436,2024-09-30,FTW-0015,CH-NE-01,51,0,4,40,False
INV-0007437,2024-09-30,FTW-0015,CH-MW-01,81,0,6,40,False
INV-0007438,2024-09-30,FTW-0015,CH-WE-01,44,0,17,40,False
INV-0007439,2024-09-30,FTW-0015,CH-ON-01,87,0,10,40,False
INV-0007440,2024-09-30,FTW-0015,CH-WS-01,90,0,3,40,False
INV-0007441,2024-09-30,FTW-0016,CH-NE-01,102,0,8,36,False
INV-0007442,2024-09-30,FTW-0016,CH-MW-01,103,0,7,36,False
INV-0007443,2024-09-30,FTW-0016,CH-WE-01,107,0,4,36,False
INV-0007444,2024-09-30,FTW-0016,CH-ON-01,102,0,8,36,False
INV-0007445,2024-09-30,FTW-0016,CH-WS-01,114,0,7,36,False
INV-0007446,2024-09-30,ACC-0017,CH-NE-01,101,0,14,31,False
INV-0007447,2024-09-30,ACC-0017,CH-MW-01,39,0,0,31,False
INV-0007448,2024-09-30,ACC-0017,CH-WE-01,47,0,3,31,False
INV-0007449,2024-09-30,ACC-0017,CH-ON-01,23,93,11,31,False
INV-0007450,2024-09-30,ACC-0017,CH-WS-01,90,0,6,31,False
INV-0007451,2024-09-30,ACC-0018,CH-NE-01,50,0,16,24,False
INV-0007452,2024-09-30,ACC-0018,CH-MW-01,71,0,2,24,False
INV-0007453,2024-09-30,ACC-0018,CH-WE-01,24,72,9,24,False
INV-0007454,2024-09-30,ACC-0018,CH-ON-01,54,0,10,24,False
INV-0007455,2024-09-30,ACC-0018,CH-WS-01,39,0,6,24,False
INV-0007456,2024-09-30,ACC-0019,CH-NE-01,59,0,18,38,False
INV-0007457,2024-09-30,ACC-0019,CH-MW-01,52,0,3,38,False
INV-0007458,2024-09-30,ACC-0019,CH-WE-01,74,0,5,38,False
INV-0007459,2024-09-30,ACC-0019,CH-ON-01,83,0,18,38,False
INV-0007460,2024-09-30,ACC-0019,CH-WS-01,42,0,2,38,False
INV-0007461,2024-09-30,ACC-0020,CH-NE-01,62,0,6,23,False
INV-0007462,2024-09-30,ACC-0020,CH-MW-01,49,0,11,23,False
INV-0007463,2024-09-30,ACC-0020,CH-WE-01,65,0,11,23,False
INV-0007464,2024-09-30,ACC-0020,CH-ON-01,42,0,7,23,False
INV-0007465,2024-09-30,ACC-0020,CH-WS-01,35,0,0,23,False
INV-0007466,2024-09-30,ACC-0022,CH-NE-01,45,0,5,24,False
INV-0007467,2024-09-30,ACC-0022,CH-MW-01,46,0,14,24,False
INV-0007468,2024-09-30,ACC-0022,CH-WE-01,116,0,10,24,False
INV-0007469,2024-09-30,ACC-0022,CH-ON-01,86,0,15,24,False
INV-0007470,2024-09-30,ACC-0022,CH-WS-01,124,0,1,24,False
INV-0007471,2024-09-30,ACC-0023,CH-NE-01,41,0,15,37,False
INV-0007472,2024-09-30,ACC-0023,CH-MW-01,88,0,0,37,False
INV-0007473,2024-09-30,ACC-0023,CH-WE-01,72,0,8,37,False
INV-0007474,2024-09-30,ACC-0023,CH-ON-01,59,0,17,37,False
INV-0007475,2024-09-30,ACC-0023,CH-WS-01,39,0,6,37,False
INV-0007476,2024-09-30,ACC-0024,CH-NE-01,71,0,15,16,False
INV-0007477,2024-09-30,ACC-0024,CH-MW-01,78,0,12,16,False
INV-0007478,2024-09-30,ACC-0024,CH-WE-01,42,0,12,16,False
INV-0007479,2024-09-30,ACC-0024,CH-ON-01,62,0,8,16,False
INV-0007480,2024-09-30,ACC-0024,CH-WS-01,124,0,1,16,False
INV-0007481,2024-09-30,HOM-0025,CH-NE-01,53,0,9,40,False
INV-0007482,2024-09-30,HOM-0025,CH-MW-01,102,0,3,40,False
INV-0007483,2024-09-30,HOM-0025,CH-WE-01,32,102,11,40,False
INV-0007484,2024-09-30,HOM-0025,CH-ON-01,94,0,15,40,False
INV-0007485,2024-09-30,HOM-0025,CH-WS-01,78,0,4,40,False
INV-0007486,2024-09-30,HOM-0026,CH-NE-01,43,0,10,26,False
INV-0007487,2024-09-30,HOM-0026,CH-MW-01,33,0,3,26,False
INV-0007488,2024-09-30,HOM-0026,CH-WE-01,28,0,15,26,False
INV-0007489,2024-09-30,HOM-0026,CH-ON-01,44,0,21,26,False
INV-0007490,2024-09-30,HOM-0026,CH-WS-01,45,0,0,26,False
INV-0007491,2024-09-30,HOM-0027,CH-NE-01,51,0,4,43,False
INV-0007492,2024-09-30,HOM-0027,CH-MW-01,46,0,2,43,False
INV-0007493,2024-09-30,HOM-0027,CH-WE-01,41,61,18,43,False
INV-0007494,2024-09-30,HOM-0027,CH-ON-01,61,0,18,43,False
INV-0007495,2024-09-30,HOM-0027,CH-WS-01,58,0,5,43,False
INV-0007496,2024-09-30,HOM-0028,CH-NE-01,20,70,11,24,False
INV-0007497,2024-09-30,HOM-0028,CH-MW-01,55,0,1,24,False
INV-0007498,2024-09-30,HOM-0028,CH-WE-01,23,40,7,24,False
INV-0007499,2024-09-30,HOM-0028,CH-ON-01,27,0,9,24,False
INV-0007500,2024-09-30,HOM-0028,CH-WS-01,33,0,0,24,False
INV-0007501,2024-09-30,HOM-0029,CH-NE-01,161,0,5,39,False
INV-0007502,2024-09-30,HOM-0029,CH-MW-01,88,0,2,39,False
INV-0007503,2024-09-30,HOM-0029,CH-WE-01,60,0,11,39,False
INV-0007504,2024-09-30,HOM-0029,CH-ON-01,83,0,20,39,False
INV-0007505,2024-09-30,HOM-0029,CH-WS-01,53,0,0,39,False
INV-0007506,2024-09-30,HOM-0031,CH-NE-01,56,0,11,25,False
INV-0007507,2024-09-30,HOM-0031,CH-MW-01,49,0,4,25,False
INV-0007508,2024-09-30,HOM-0031,CH-WE-01,44,0,9,25,False
INV-0007509,2024-09-30,HOM-0031,CH-ON-01,14,61,18,25,False
INV-0007510,2024-09-30,HOM-0031,CH-WS-01,40,0,3,25,False
INV-0007511,2024-09-30,HOM-0032,CH-NE-01,25,65,5,28,False
INV-0007512,2024-09-30,HOM-0032,CH-MW-01,40,0,10,28,False
INV-0007513,2024-09-30,HOM-0032,CH-WE-01,16,46,16,28,False
INV-0007514,2024-09-30,HOM-0032,CH-ON-01,42,0,1,28,False
INV-0007515,2024-09-30,HOM-0032,CH-WS-01,89,0,0,28,False
INV-0007516,2024-10-07,APP-0001,CH-NE-01,76,0,12,33,False
INV-0007517,2024-10-07,APP-0001,CH-MW-01,98,0,13,33,False
INV-0007518,2024-10-07,APP-0001,CH-WE-01,93,0,12,33,False
INV-0007519,2024-10-07,APP-0001,CH-ON-01,20,117,14,33,False
INV-0007520,2024-10-07,APP-0001,CH-WS-01,106,0,3,33,False
INV-0007521,2024-10-07,APP-0002,CH-NE-01,43,0,16,23,False
INV-0007522,2024-10-07,APP-0002,CH-MW-01,116,0,1,23,False
INV-0007523,2024-10-07,APP-0002,CH-WE-01,93,0,13,23,False
INV-0007524,2024-10-07,APP-0002,CH-ON-01,20,89,12,23,False
INV-0007525,2024-10-07,APP-0002,CH-WS-01,131,0,5,23,False
INV-0007526,2024-10-07,APP-0003,CH-NE-01,35,0,16,15,False
INV-0007527,2024-10-07,APP-0003,CH-MW-01,17,0,13,15,False
INV-0007528,2024-10-07,APP-0003,CH-WE-01,4,45,17,15,False
INV-0007529,2024-10-07,APP-0003,CH-ON-01,3,56,17,15,False
INV-0007530,2024-10-07,APP-0003,CH-WS-01,62,0,5,15,False
INV-0007531,2024-10-07,APP-0004,CH-NE-01,41,0,6,39,False
INV-0007532,2024-10-07,APP-0004,CH-MW-01,46,0,8,39,False
INV-0007533,2024-10-07,APP-0004,CH-WE-01,99,0,15,39,False
INV-0007534,2024-10-07,APP-0004,CH-ON-01,47,0,9,39,False
INV-0007535,2024-10-07,APP-0004,CH-WS-01,41,0,3,39,False
INV-0007536,2024-10-07,APP-0005,CH-NE-01,62,0,19,36,False
INV-0007537,2024-10-07,APP-0005,CH-MW-01,71,0,7,36,False
INV-0007538,2024-10-07,APP-0005,CH-WE-01,102,0,9,36,False
INV-0007539,2024-10-07,APP-0005,CH-ON-01,125,0,15,36,False
INV-0007540,2024-10-07,APP-0005,CH-WS-01,35,83,8,36,False
INV-0007541,2024-10-07,APP-0006,CH-NE-01,60,0,15,38,False
INV-0007542,2024-10-07,APP-0006,CH-MW-01,97,0,7,38,False
INV-0007543,2024-10-07,APP-0006,CH-WE-01,48,0,13,38,False
INV-0007544,2024-10-07,APP-0006,CH-ON-01,60,0,16,38,False
INV-0007545,2024-10-07,APP-0006,CH-WS-01,66,0,0,38,False
INV-0007546,2024-10-07,APP-0007,CH-NE-01,56,0,7,28,False
INV-0007547,2024-10-07,APP-0007,CH-MW-01,75,0,4,28,False
INV-0007548,2024-10-07,APP-0007,CH-WE-01,31,0,9,28,False
INV-0007549,2024-10-07,APP-0007,CH-ON-01,61,0,14,28,False
INV-0007550,2024-10-07,APP-0007,CH-WS-01,44,0,0,28,False
INV-0007551,2024-10-07,APP-0008,CH-NE-01,104,0,0,17,False
INV-0007552,2024-10-07,APP-0008,CH-MW-01,83,0,12,17,False
INV-0007553,2024-10-07,APP-0008,CH-WE-01,38,0,5,17,False
INV-0007554,2024-10-07,APP-0008,CH-ON-01,10,107,8,17,False
INV-0007555,2024-10-07,APP-0008,CH-WS-01,136,0,3,17,False
INV-0007556,2024-10-07,APP-0009,CH-NE-01,28,0,7,21,False
INV-0007557,2024-10-07,APP-0009,CH-MW-01,33,0,12,21,False
INV-0007558,2024-10-07,APP-0009,CH-WE-01,34,0,11,21,False
INV-0007559,2024-10-07,APP-0009,CH-ON-01,12,56,17,21,False
INV-0007560,2024-10-07,APP-0009,CH-WS-01,39,0,4,21,False
INV-0007561,2024-10-07,APP-0010,CH-NE-01,53,0,7,34,False
INV-0007562,2024-10-07,APP-0010,CH-MW-01,39,0,6,34,False
INV-0007563,2024-10-07,APP-0010,CH-WE-01,82,0,5,34,False
INV-0007564,2024-10-07,APP-0010,CH-ON-01,92,0,16,34,False
INV-0007565,2024-10-07,APP-0010,CH-WS-01,74,0,0,34,False
INV-0007566,2024-10-07,APP-0011,CH-NE-01,67,0,6,44,False
INV-0007567,2024-10-07,APP-0011,CH-MW-01,117,0,10,44,False
INV-0007568,2024-10-07,APP-0011,CH-WE-01,76,0,5,44,False
INV-0007569,2024-10-07,APP-0011,CH-ON-01,42,132,18,44,False
INV-0007570,2024-10-07,APP-0011,CH-WS-01,70,0,4,44,False
INV-0007571,2024-10-07,FTW-0012,CH-NE-01,45,0,18,42,False
INV-0007572,2024-10-07,FTW-0012,CH-MW-01,84,0,4,42,False
INV-0007573,2024-10-07,FTW-0012,CH-WE-01,42,67,16,42,False
INV-0007574,2024-10-07,FTW-0012,CH-ON-01,23,55,30,42,False
INV-0007575,2024-10-07,FTW-0012,CH-WS-01,39,65,6,42,False
INV-0007576,2024-10-07,FTW-0013,CH-NE-01,20,44,19,29,False
INV-0007577,2024-10-07,FTW-0013,CH-MW-01,57,0,14,29,False
INV-0007578,2024-10-07,FTW-0013,CH-WE-01,53,0,10,29,False
INV-0007579,2024-10-07,FTW-0013,CH-ON-01,5,34,27,29,False
INV-0007580,2024-10-07,FTW-0013,CH-WS-01,73,0,0,29,False
INV-0007581,2024-10-07,FTW-0014,CH-NE-01,58,0,3,27,False
INV-0007582,2024-10-07,FTW-0014,CH-MW-01,124,0,8,27,False
INV-0007583,2024-10-07,FTW-0014,CH-WE-01,98,0,12,27,False
INV-0007584,2024-10-07,FTW-0014,CH-ON-01,125,0,13,27,False
INV-0007585,2024-10-07,FTW-0014,CH-WS-01,47,0,0,27,False
INV-0007586,2024-10-07,FTW-0015,CH-NE-01,39,75,12,40,False
INV-0007587,2024-10-07,FTW-0015,CH-MW-01,72,0,9,40,False
INV-0007588,2024-10-07,FTW-0015,CH-WE-01,35,73,9,40,False
INV-0007589,2024-10-07,FTW-0015,CH-ON-01,67,0,20,40,False
INV-0007590,2024-10-07,FTW-0015,CH-WS-01,88,0,2,40,False
INV-0007591,2024-10-07,FTW-0016,CH-NE-01,89,0,13,36,False
INV-0007592,2024-10-07,FTW-0016,CH-MW-01,95,0,8,36,False
INV-0007593,2024-10-07,FTW-0016,CH-WE-01,101,0,6,36,False
INV-0007594,2024-10-07,FTW-0016,CH-ON-01,85,0,17,36,False
INV-0007595,2024-10-07,FTW-0016,CH-WS-01,114,0,0,36,False
INV-0007596,2024-10-07,ACC-0017,CH-NE-01,101,0,0,31,False
INV-0007597,2024-10-07,ACC-0017,CH-MW-01,26,75,13,31,False
INV-0007598,2024-10-07,ACC-0017,CH-WE-01,38,0,9,31,False
INV-0007599,2024-10-07,ACC-0017,CH-ON-01,107,0,9,31,False
INV-0007600,2024-10-07,ACC-0017,CH-WS-01,88,0,2,31,False
INV-0007601,2024-10-07,ACC-0018,CH-NE-01,34,0,16,24,False
INV-0007602,2024-10-07,ACC-0018,CH-MW-01,69,0,2,24,False
INV-0007603,2024-10-07,ACC-0018,CH-WE-01,93,0,3,24,False
INV-0007604,2024-10-07,ACC-0018,CH-ON-01,35,0,19,24,False
INV-0007605,2024-10-07,ACC-0018,CH-WS-01,36,0,3,24,False
INV-0007606,2024-10-07,ACC-0019,CH-NE-01,50,0,9,38,False
INV-0007607,2024-10-07,ACC-0019,CH-MW-01,40,0,12,38,False
INV-0007608,2024-10-07,ACC-0019,CH-WE-01,71,0,3,38,False
INV-0007609,2024-10-07,ACC-0019,CH-ON-01,72,0,11,38,False
INV-0007610,2024-10-07,ACC-0019,CH-WS-01,37,98,5,38,False
INV-0007611,2024-10-07,ACC-0020,CH-NE-01,56,0,6,23,False
INV-0007612,2024-10-07,ACC-0020,CH-MW-01,39,0,10,23,False
INV-0007613,2024-10-07,ACC-0020,CH-WE-01,51,0,14,23,False
INV-0007614,2024-10-07,ACC-0020,CH-ON-01,26,0,16,23,False
INV-0007615,2024-10-07,ACC-0020,CH-WS-01,34,0,1,23,False
INV-0007616,2024-10-07,ACC-0022,CH-NE-01,41,0,4,24,False
INV-0007617,2024-10-07,ACC-0022,CH-MW-01,39,0,7,24,False
INV-0007618,2024-10-07,ACC-0022,CH-WE-01,92,0,24,24,False
INV-0007619,2024-10-07,ACC-0022,CH-ON-01,74,0,12,24,False
INV-0007620,2024-10-07,ACC-0022,CH-WS-01,122,0,2,24,False
INV-0007621,2024-10-07,ACC-0023,CH-NE-01,30,85,11,37,False
INV-0007622,2024-10-07,ACC-0023,CH-MW-01,78,0,10,37,False
INV-0007623,2024-10-07,ACC-0023,CH-WE-01,66,0,6,37,False
INV-0007624,2024-10-07,ACC-0023,CH-ON-01,44,0,15,37,False
INV-0007625,2024-10-07,ACC-0023,CH-WS-01,38,0,1,37,False
INV-0007626,2024-10-07,ACC-0024,CH-NE-01,64,0,7,16,False
INV-0007627,2024-10-07,ACC-0024,CH-MW-01,70,0,8,16,False
INV-0007628,2024-10-07,ACC-0024,CH-WE-01,37,0,5,16,False
INV-0007629,2024-10-07,ACC-0024,CH-ON-01,46,0,16,16,False
INV-0007630,2024-10-07,ACC-0024,CH-WS-01,122,0,2,16,False
INV-0007631,2024-10-07,HOM-0025,CH-NE-01,47,0,6,40,False
INV-0007632,2024-10-07,HOM-0025,CH-MW-01,89,0,13,40,False
INV-0007633,2024-10-07,HOM-0025,CH-WE-01,123,0,11,40,False
INV-0007634,2024-10-07,HOM-0025,CH-ON-01,80,0,14,40,False
INV-0007635,2024-10-07,HOM-0025,CH-WS-01,77,0,1,40,False
INV-0007636,2024-10-07,HOM-0026,CH-NE-01,35,0,8,26,False
INV-0007637,2024-10-07,HOM-0026,CH-MW-01,23,56,10,26,False
INV-0007638,2024-10-07,HOM-0026,CH-WE-01,9,60,19,26,False
INV-0007639,2024-10-07,HOM-0026,CH-ON-01,29,0,15,26,False
INV-0007640,2024-10-07,HOM-0026,CH-WS-01,45,0,0,26,False
INV-0007641,2024-10-07,HOM-0027,CH-NE-01,42,91,9,43,False
INV-0007642,2024-10-07,HOM-0027,CH-MW-01,45,0,1,43,False
INV-0007643,2024-10-07,HOM-0027,CH-WE-01,97,0,5,43,False
INV-0007644,2024-10-07,HOM-0027,CH-ON-01,54,0,7,43,False
INV-0007645,2024-10-07,HOM-0027,CH-WS-01,55,0,3,43,False
INV-0007646,2024-10-07,HOM-0028,CH-NE-01,80,0,10,24,False
INV-0007647,2024-10-07,HOM-0028,CH-MW-01,50,0,5,24,False
INV-0007648,2024-10-07,HOM-0028,CH-WE-01,56,0,7,24,False
INV-0007649,2024-10-07,HOM-0028,CH-ON-01,8,71,19,24,False
INV-0007650,2024-10-07,HOM-0028,CH-WS-01,33,0,0,24,False
INV-0007651,2024-10-07,HOM-0029,CH-NE-01,142,0,19,39,False
INV-0007652,2024-10-07,HOM-0029,CH-MW-01,80,0,8,39,False
INV-0007653,2024-10-07,HOM-0029,CH-WE-01,46,0,14,39,False
INV-0007654,2024-10-07,HOM-0029,CH-ON-01,75,0,8,39,False
INV-0007655,2024-10-07,HOM-0029,CH-WS-01,53,0,0,39,False
INV-0007656,2024-10-07,HOM-0030,CH-NE-01,140,0,14,43,False
INV-0007657,2024-10-07,HOM-0030,CH-MW-01,153,0,1,43,False
INV-0007658,2024-10-07,HOM-0030,CH-WE-01,148,0,6,43,False
INV-0007659,2024-10-07,HOM-0030,CH-ON-01,133,0,21,43,False
INV-0007660,2024-10-07,HOM-0030,CH-WS-01,154,0,0,43,False
INV-0007661,2024-10-07,HOM-0031,CH-NE-01,47,0,9,25,False
INV-0007662,2024-10-07,HOM-0031,CH-MW-01,40,0,9,25,False
INV-0007663,2024-10-07,HOM-0031,CH-WE-01,33,0,11,25,False
INV-0007664,2024-10-07,HOM-0031,CH-ON-01,54,0,21,25,False
INV-0007665,2024-10-07,HOM-0031,CH-WS-01,40,0,0,25,False
INV-0007666,2024-10-07,HOM-0032,CH-NE-01,77,0,13,28,False
INV-0007667,2024-10-07,HOM-0032,CH-MW-01,33,0,7,28,False
INV-0007668,2024-10-07,HOM-0032,CH-WE-01,38,0,24,28,False
INV-0007669,2024-10-07,HOM-0032,CH-ON-01,25,63,17,28,False
INV-0007670,2024-10-07,HOM-0032,CH-WS-01,88,0,1,28,False
INV-0007671,2024-10-14,APP-0001,CH-NE-01,68,0,8,33,False
INV-0007672,2024-10-14,APP-0001,CH-MW-01,91,0,7,33,False
INV-0007673,2024-10-14,APP-0001,CH-WE-01,86,0,7,33,False
